KODE MATERIAL,NAMA,SPESIFIKASI
D73UX1224,HYDRAULIC HOSE,WP: 400 BAR / 5800 PSI || ID: 1/2 || SYNTHETIC RUBBER OUTER HOSE || REINFORCED WITH HIGH TENSILE STEEL WIRE
D73UX1940,HYDRAULIC HOSE,WP: 400 BAR / 5800 PSI || ID: 3/4 || SYNTHETIC RUBBER OUTER HOSE || REINFORCED WITH HIGH TENSILE STEEL WIRE
D73UX2540,HYDRAULIC HOSE,WP: 400 BAR / 5800 PSI || ID: 1 || SYNTHETIC RUBBER OUTER HOSE || REINFORCED WITH HIGH TENSILE STEEL WIRE
D73UX6350,HYDRAULIC HOSE,WP: 400 BAR / 5800 PSI || ID: 1/4 || SYNTHETIC RUBBER OUTER HOSE || REINFORCED WITH HIGH TENSILE STEEL WIRE
D73UX9525,HYDRAULLIC HOSE,WP: 400 BAR / 5800 PSI || ID: 3/8 || SYNTHETIC RUBBER OUTER HOSE || REINFORCED WITH HIGH TENSILE STEEL WIRE
D98EA0001,O-RING KIT,KIT METRIC N90 || SIZE RANGE: 3mm-50mm || MATERIAL NITRIL 90 DUROMETER
D98EA0002,O-RING KIT,KIT METRIC N70 || MATERIAL NITRIL 70 DUROMETER
D98TI5215,SEAL,QUAD RING || MATERIAL : NBR || ID: 52.5mm || WIDTH: 5.15mm || HEIGHT: 4.3mm
D98TI6415,SEAL,QUAD RING || MATERIAL : NBR || ID: 64.5mm || WIDTH: 5.15mm || HEIGHT: 4.3mm
D98BB0003,SEAL,HYDRAULIC SHEAR || H-3013. H-4013 || NO. DRAWING 4101022 || UNIT 3 (LEFT CYLINDER) || NO INDEX. 45
D98EA0003,O-RING,P-50 || ID: 49.7 mm +/-0.45 || CROSS SECTION DIAMETER: 3.5 mm +/-0.1
D98EA0004,O-RING,P-16 || ID: 15.8 mm +/-0.2 || CROSS SECTION DIAMETER: 2.4 mm +/-0.09
D98EA0005,O-RING,G-180 || ID: 179.3 mm +/-1.4 || CROSS SECTION DIAMETER: 5.7 mm +/-0.16
D98UF0001,AIR HOSE,BRIDGESTONE || MATERIAL INNER RUBBER: NSR || WORK PRESSURE: 1 MPa || ID: 25.4 mm || OD: 36.1 mm || COLOUR: BLACK
D98UF0002,AIR HOSE,BRIDGESTONE || MATERIAL INNER RUBBER: NSR || WORK PRESSURE: 1 MPa || ID: 19 mm || OD: 29.3 mm || COLOUR: BLACK
D98UF0003,AIR HOSE,BRIDGESTONE || MATERIAL INNER RUBBER: NSR || WORK PRESSURE: 1 MPa || ID: 19 mm || OD: 29.3 mm || COLOUR: GREEN
D98UF0004,AIR HOSE,BRIDGESTONE || MATERIAL INNER RUBBER: NSR || WORK PRESSURE: 1 MPa || ID: 19 mm || OD: 29.3 mm || COLOUR: RED
D73UP0003,HYDRAULIC HOSE,WP:150 PSI/1MPa || ID: 76mm || SYNTHETIC RUBBER OUTER HOSE || REINFORCED WITH HIGH TENSILE STEEL WIRE
D98DA0005,BOLT,COUNTERSUNK HEX SOCKET HEAD || M14X100 || PITCH: 13G || THREAD LENGTH 35.5 mm || STRENGTH 10.9 || CARBON STEEL ||
D98NB0001,SILENCER,AN302-03 || PORT SIZE: 3/8 || MAX PRESSURE: 1 MPa
D98SH0001,BALL VALVE,3 PIECE BALL VALVE || FEMALE THREAD || 1.5
B52TA3380,MCCB,RATED CURRENT: 80 A || BREAKING CAPACITY: 10 KA || 3P 380/415 VAC || IEC 60947-2
D90VB0410,VOLTAGE DETECTOR,NON CONTACT HIGH VOLTAGE DETECTOR || RANGE VOLTAGE: 30 V - 122 KV AC || COMPLETED HOT STICK TIC 410 A
D90VS0001,DIGITAL MEASURING WHEEL,MEASURING LIMIT: 0 - 99999.9 m || WHEEL DIA : 318 mm || DIGITAL DISPLAY
D73TW0001,PUMP,PISTON PUMP || PNEUMATICALLY ACTUATED || RESERVOR CAP: 1.5 L || AIR PRESS: 3.5 - 10 BAR || ORDER NO: P-289
D74SJ6304ZZ,BEARING,DEEP GROOVE BALL BEARINGS || 6304-2Z || ID: 20 mm || OD: 52 mm || WIDTH: 15 mm
D76SL0703,GRINDING WHEEL,STRAIGHT CUP TYPE || OD: 7 || HEIGHT: 3 || WIDTH: 1.25 || 60 GRIT || ARBOR SIZE 30 mm || MATERIAL: ALUMINUM OXIDE
D76SS0002,BE50 JAW INSERT COMPLETE,PIPE THREADING BEAVER 50 || P/N: BE826 || @3 PCS
D77TN3510,WELDING TORCH ASSEMBLY,OTC || P/N: WT3510SZ || WIRE SIZE: 1.2 mm || CABLE LENGTH: 3 M || RATED CURRENT: 350 A
D77TN3511,WELDING TORCH ASSEMBLY,OTC || P/N: WT3510MZ || WIRE SIZE: 1.2 mm || CABLE LENGTH: 4.5 M || RATED CURRENT: 350 A
D79JR0001,RODA GEROBAK,RODA GEROBAK || UKURAN BAN: 275-17 || UKURAN VELG: 1.40 X17  || PANJANG AS RODA: 1000
D79JR0002,RODA,RODA UNTUK GEROBAK || DIAMETER: 8  || PANJANG AS RODA: 1000
D79SG0001,MAGNET,P/N: JU2-H181K-20-00 || SPEED SENSOR MAGNET
D80MC1480,RING GEAR,RING GEAR Z=129 || ENGINE: 4TNV106-GGE || P/N: 127410-21480
D81SR12100,BATTERY,VRLA BATTERY || LPC12-100 || 12 V || 100Ah
D81SR3048,BATTERY,FLUKE BP120MH METAL HYBRIDE || CAP 3000MAH || 4.8V || TYPE NIMH || RECHARGEABLE
D83QD0001,MIRROR,FOR FORKLIFT || DIMENSION: 205mm X 108mm || UNIVERSAL L/R
D83QI0001,PAKU BETON,DIMENSI: 1 1/2 x 3.8mm || MATERIAL: GALVANIS || @1KG
D83TS0001,WASHER TOILET,TYPE= S 88 CCS 1/2 || FLEXIBLE HOZE: 1.5m || MATERIAL: STAINLESS STEEL
D83TT0001,PADLOCK,COMBINATION PADLOCK 4 PIN NUMBER || MATERIAL: BRASS || LENGTH: 85mm || WIDTH:38mm
D83ZL0010,THERMISTOR,THERMISTOR AC PANASONIC || CAP: 1 PK || TYPE: CASSETTE
D83ZL0015,THERMISTOR,THERMISTOR AC PANASONIC || CAP: 1.5 PK || TYPE: CASSETTE
D84TA3001,KACA MATA,bening (gambar terlampir)
D84TP0016,KEDOK LAS,KEDOK LAS OTOMATIS || UV/IR PROTECTION: DIN16
D84TT0003,MASKER KAIN,0
D84TW0003,SARUNG TANGAN KULIT,0
D84TW0005,SARUNG TANGAN,VOLTAGE : 1000 VAC || CLASS 0 || ANSI/ASTM || D120 TYPE 1
D96AM0001,HYDRAULLIC JACK,CAPACITY : 20 TON || LIFTING HEIGHT: 150 mm || MIN HEIGHT: 242 mm || MAX HEIGHT: 452 mm
D98AA0006,BEARING,DEEP GROOVE BALL BEARING || 6219-2Z || ID: 95 mm || OD: 170 mm || WIDTH: 32 mm
D98AA0007,BEARING,DEEP GROOVE BALL BEARING || 4208 ATN9 || ID: 40 mm || OD: 80 mm || WIDTH: 23 mm
D98AA0013,BEARING,ANGULAR CONTACT BALL BEARING || 7209 BEP || ID: 45 mm || OD: 85 mm || WIDTH: 19 mm
D98AB1250,Air Filter Dryer,Flowrate 2500 L/min || particle removal rating 1micron || water removal rating 99.9% || inlet 1鈥
D98AB3007,FUEL FILTER,P/N: F-1004 || H: 90mm || OD: 73mm || ID: 11mm ||
D98AB4001,PRE FILTER,MODEL: FA2300IG || CAP: 38.23 m鲁/min || PIPE CONNECTION: 3 BSP
D98AB4004,HYDRAULIC SUCTION FILTER,TYPE: WT-32150S || SUCTION FILTER PORT: 1 1/4 || DIAMETER: 71MM || LENGTH: 186MM || FOR HYDRAULIC SHEAR H-4065
D98AC0001,GEAR,OFFSET GEARBOX AME30DD || CLUSTER GEAR Z14M1.50Z 92 M0.93 || P/N: 84145446
D98AC8942,HELICAL GEAR,DIAMETER: 89.42mm || Z: 66 TEETH || WIDTH: 21mm || MATERIAL:S45C-SR || SURFACE HARDENING PROCESS
D98AJ0001,BACK-UP RING,BACK-UP RING FOR G85 || TYPE: BIAS CUT || ID: 85mm
D98AJ0002,BACK-UP RING,BACK-UP RING FOR G180 || TYPE: BIAS CUT || ID: 180mm
D98AJ0003,BACK-UP RING,HYDRAULIC SHEAR || H-3013. H-4013 || TYPE: BRT3-190-165-4t (BIAS CUT) || NO. UNIT 3 (LEFT CYLINDER) || NO INDEX. 42
D98AJ0004,BACK-UP RING,BACK-UP RING FOR G160 || TYPE: BIAS CUT || ID: 160mm
D98AJ0005,SNAP RING KIT,INTERNAL SNAP RING || SIZE RANGE: H 7mm - H 26mm || MATERIAL: STAINLESS STEEL
D98AJ0006,SNAP RING KIT,EXTERNAL SNAP RING || SIZE RANGE: S 3mm - S 32mm || MATERIAL: STAINLESS STEEL
D98AJ0007,SNAP RING,EXTERNAL SNAP RING || S 95 mm || MATERIAL: STAINLESS STEEL ||
D98AL0001,U-PACKING,IDI 85桅 x 105桅 x 15 || ID: 85mm || OD: 105mm || HEIGHT: 15mm || MATERIAL: IRON RUBBER
D98AL0002,PACKING,HYDRAULIC SHEAR || H-3013. H-4013 || NO. DRAWING 4012694 || NO. UNIT 3 (LEFT CYLINDER) || NO INDEX. 4
D98AL0003,U-PACKING,ODI 190-165-16 || ID: 165mm || OD: 190mm || HEIGHT: 16mm || MATERIAL: IRON RUBBER
D98AL0004,PACKING,HYDRAULIC SHEAR || H-3013. H-4013 || NO. DRAWING 4100983 || NO. UNIT 3 (LEFT CYLINDER) || NO INDEX. 30
D98AL0005,U-PACKING,ODI 170-150-16 || ID: 150mm || OD: 170mm || HEIGHT: 16mm || MATERIAL: IRON RUBBER
D98AL0006,PACKING,HYDRAULIC SHEAR || H-3013. H-4013 || NO. DRAWING 4012694a || NO. UNIT 4 (RIGHT CYLINDER) || NO INDEX. 4
D98AL0050,RUBBER SHEET PACKING,CLOTH INSERTED RUBBER SHEET || THICKNESS 5MM || TEMP -40掳F TO +212掳F || SMOOTH SURFACE || TENSILE 450 || ELONGATION 200
D98AN0001,AIR LUBRICATOR,P/N: AL50-06-A ||BODY SIZE:50 || THREAD TYPE: Rc 3/4 || MAXIMUM OPERATING PRESSURE: 1 MPa
D98AP0001,REFRIGERATED AIR DRYER,D1890IN-A || CAP: 31.5 m鲁/min || VOLTAGE: 3F 400 VAC 50 Hz || 3 AIR CONNECTION
D98AP0002,AIR REGULATOR,P/N: AR50-06-B || BODY SIZE:50 || THREAD TYPE: Rc 3/4 || SET PRESSURE: 0.05- 0.85 MPa
D98AR0001,COMPRESSION COIL SPRING,P/N: 1110000328 || SV38*300L
D98AU0001,RUBBER COUPLING,FCL F4 || OD: 40 mm
D98AU0002,RUBBER COUPLING,TYPE : FCL F3 || OD: 30 mm || ID: 16 mm
D98CA7010,STARTER,ENGINE: 4TNV106-GGE || 12V || 3 KW || P/N: 129940-77010
D98CJ0002,REPAIR KIT,P/N: 214A5-33011 ||
D98CJ0003,REPAIR KIT,P/N: 220-44361 || for HYDRAULIC BRAKE / CLUTCH PART
D98EA0006,O-RING,G-85 || ID: 84.4 mm +/-0.73 || CROSS SECTION DIAMETER: 3.1 mm +/-0.1
D98EA0007,O-RING,G-160 || ID: 159.3 mm +/-1.26 || CROSS SECTION DIAMETER: 5.7 mm +/-0.13
D98EA0008,O-RING,THICKNESS: 5mm || ID:22mm || OD:29
D98EA0181,O-RING,VMC 6535 || P/N HDW-0181 || ORING 160 5.250 X .093 CS
D98MA0003,VARIABLE SPEED PULLEY,BERGES || MODEL: F150b || BORE DIA: 24mm
D98MA0012,BELT,TIMING BELT || 25T10-3450 || WIDTH: 25 mm || NUMBER OF TEETH: 345 || PITCH: 10 mm || BELT PROFILE: T10
D98MA0013,BELT,TIMING BELT || 25T10-3440 || WIDTH: 25 mm || NUMBER OF TEETH: 344 || PITCH: 10 mm || BELT PROFILE: T10
D98MA0021,BLUE CHIP,P/N: 0399000448 || FOR HARTFORD PRW-6340
D98MA0022,ACTUATOR NUT TOP,MATERIAL: AlBr ASTMB 505 || DIMENSION:脴101mm X 75mm
D98MA0023,ACTUATOR NUT BOTTOM,MATERIAL: AlBr ASTMB 505 || DIMENSION:脴105mm X 75mm
D98MA0028,V-BELT,B-20 || THICKENESS: 10.3 mm || WIDTH: 16.7mm
D98MA0029,BELT,V BELT || LENGTH: 45 in INSIDE || LENGTH: 48 in OUTSIDE || BX45 || TOP WIDTH: 21/32 in || HEIGHT: 13/32 in
D98MA0031,HOSE,INGERSOLL RAND SSR-160 || HOSE. SEPARATOR TANK OIL COOLER ( PORT IN) || P/N: 39572441
D98MA0032,V-BELT,V BELT || M-20 || TOP WIDTH: 10mm || HEIGHT: 5.5mm || LENGTH: 508mm
D98MA0187,WAY COVER,Y AXIS FRONT for FADAL VMC 6535 50 TAPER  || P/N. CVR-0187
D98MA0212,GUIDE KEY,NCT PUNCH PRESS || COMA 506072 || NO UNIT 06 || NO INDEX 212 || NO CODE: 74165118 || NO DRAWING: 5501007E || 1/2. 1-1/4 GUIDE KEY
D98MA0238,GUIDE KEY,NCT PUNCH PRESS || COMA 506072 || NO UNIT 06 || NO INDEX 238 || NO CODE: 74165120 || NO DRAWING: 5501010B || 3-1/2 GUIDE KEY
D98MA0386,BREMSRING KEGEL,BREMSRING KEGEL ( 28/ 12 K 4P ) || P/N 62862644
D98NA0009,HOSE,INGERSOLL RAND HPE-250 || HOSE.TANK TO TEE || P/N: 39126859
D98NB0002,SILENCER,FEMALE THREAD 1/4 || MATERIAL: BRASS
D98ND0001,AFTERCOOLER,INGERSOLLRAND SSR-HPE250-2S || P/N: 39801733
D98SJ0001,BEARING,NEEDLE ROLLER BEARING || K18X24X20 || ID: 18mm || OD: 24mm || WIDTH: 20mm
D98SJ0005,NEEDLE ROLLER BEARINGS,P/N: RNA 4909 || OD: 68mm || ID: 52 || W: 22mm
D98SJ2208,BEARING,SELF ALIGNING BALL BEARING || 2208ETN9 || ID: 40mm || OD: 80mm || WIDTH: 23mm
D98SJ5120,BEARING,BALL THRUST BEARING - SINGLE-DIRECTION || 51210 || ID: 50 mm || OD: 78mm || WIDTH: 22 mm
D98TD0001,CONVEYOR ROLLER,MATERIAL: STEEL || SPRING LOADED SHAFT || DIA TUBE: 57 mm || DIA SHAFT: 22 mm || LENGTH TUBE: 150 mm ||
D98TD0002,CONVEYOR ROLLER,MATERIAL: STEEL || SPRING LOADED SHAFT || DIA TUBE: 57 mm || DIA SHAFT: 22 mm || LENGTH TUBE: 400 mm ||
D98TI2565,ACCUMULATOR,HYDRAULIC SHEAR || H-2565. H-3065. H-4065 || NO. UNIT 18 || INDEX NO. 15 || TYPE: CD210-6.3 V
D98TI3065,PUMP,HYDRAULIC SHEAR || H-2565. H-3065. H-4065 || NO. UNIT 18 || INDEX NO. 11 || TYPE: IPH-5A-40-10
D98UE7000,AC REFLECTOR,FIBERGLASS || ADJUSTABLE ANGLE AND BARRIER LENGTH || INCLUDE BOX || NO CONDENSATION || LENGTH 70CM || COMPATIBLE FOR AC SPLIT. CASSETTE AND ST
D99TA5328,DUST COLLECTOR BAG,DIA : 28 || LENGTH : 1 M || MATERIAL: POLYESTER
D99TA5428,DUST COLLECTOR BAG,DIA : 28 || LENGTH : 1 M || MATERIAL: PLASTIC
D98EF0004,BLADE,HYDRAULLIC SHEAR CNC HVR 4100-10 || TOP/BOTTOM BLADE RAVNE
D98TI0160,BLADE,HYDRAULIC SHEAR || UPPER BLADE || NO. DRAWING 4011119 || NO. UNIT 02 (MACHINE BODY) || NO INDEX. 73
D98TI0161,BLADE,HYDRAULIC SHEAR || UPPER BLADE || NO. DRAWING 4011376 || NO. UNIT 02 (MACHINE BODY) || NO INDEX. 73
TBFS001,EXHAUST FAN,EXHAUST FAN || APK35-7 || 220 V || DIA: 14
TBMS002,PINION,TIPE: HELICAL GEAR || MATERIAL: VCN 150 || Z: 12 || DIAMETER: 15.5mm M= 0.77 || HELIX ANGLE 20DEG || DIAMETER SHAFT: 29.5 mm
TBMS003,HELICAL GEAR,MATERIAL: VCN 150 || Z: 126 || M: 0.93 || DIA: 131.2mm || WIDTH: 18mm || HELIX ANGLE 20DEG
TBFS004,BATTERY,ALKALINE || SIZE D || VOLTAGE 1.5V
TBFS005,BATTERY,TYPE: ER6 || VOLTAGE: 3.6V
TBMS006,ACCU,VOLTAGE:12V-120 Ah ||
TBMS008,ACCU,N200 || 12V-200 AH || YUASA
TBMS009,OIL SILICONE,OIL SILICONE UNTUK CLUTCH
TBMS010,DISC BRAKE CRANE,DISC BRAKE CRANE DEMAG || P/N: B280
TBMS011,OVERHAULING,OVERHAULING PLAT DEMAG B280
TBMS012,CHAIN CONNECTING LINK,CHAIN CONNECTING LINK/ SAMBUNGAN RANTAI CL 50-1 || untuk rantai EK 50D/RS-50-1
TBFS013,FAN,AXIAL FAN 8 || 220VAC 35W ||
TBMS015,CLAMP WIRE ROPE,CLAMP WIRE ROPE DIAMETER WIRE ROPE 10 MM
TBMS017,SPAN SCREW,SPAN SCREW UKURAN M16
TBMS018,BEARING,ANGULAR CONTACT BALL BEARING || 3204 || OD: 47mm || ID: 20mm || WIDTH 20.6mm
TBMS019,BEARING,ONE WAY BEARING STARTER || VIAR RODA TIGA
TBMS021,WIRE ROPE BLOCK HOOK,HOOK COMPLETE SET. TYPE 2 PULLY CAPACITY 10 T
TBMS022,O-RING,NOK O-Ring 1BP-50A  || INSIDE DIAMETER: 49.6 (卤 0.45) MM || CROSS SECTION: 5.70mm
TBMS023,O-RING,1AP-70 || INSIDE DIAMETER: 70mm || CROSS SECTION: 5.70mm
TBMS024,Oil Seal,TC 15 35 7 NOK || OD: 35mm || ID: 15mm || W: 7mm
TBMS025,Oil Seal,TC 45 85 10 || OD: 85mm || ID: 45 || W: 10 mm
TBMS026,O-RING,O-RING CS 2mm || ID:8mm || ID 9mm || ID: 10mm
TBMS027,O-RING,O-RING CS 3mm || ID: 12mm || ID:20mm || ID:23mm
TBMS028,O-RING,O-RING CS: 3mm || ID: 24mm || ID: 25mm || ID:28mm || ID 30mm
TBMS029,O-ring,RUBBER || CS:2mm || ID:8mm || OD: 12mm MATERIAL: NBR
TBMS030,O-ring,CS 4mm || ID 134 mm || MATERIAL: NBR90
TBMS031,O-ring,CS 4mm || ID 133 mm || MATERIAL: NBR90
TBMS032,OIL SEAL,OIL SEAL || TC 20 X 35 X 7
TBMS033,ORING,ORING || CS:3mm ID: 25mm || OD: 31mm
TBMS034,ORING,ORING || CS:2mm ID: 10mm || OD: 14mm
TBMS076,OIL SEAL,SEAL UHS 35 X 45 X 6 HALLITE
TBFS040,CHECK VALVE,JIS 10K 5 inch || MERK: KITZ MATERIAL : CAST IRON
TBFS041,FLANGE,FLANGE MATERIAL PVC UKURAN 5 inch
TBMS042,BOLT & NUT,BOLT: M15 X70  || NUT: M15 || PLAIN WASHER: 16 || SPRING WASHER:16
TBMS043,SWITCH STARTER,SWITCH STARTER MAGNETIC || VIAR RODA 3
TBMS044,SPARK PLUG,SPARK PLUG DP8EA9 NGK
TBMS045,SPARK PLUG COVER,SPARK PLUG COVER UNIVERSAL
TBMS046,SWITCH UNIT STARTING,SWITCH UNIT STARTING || VIAR RODA 3 SERIES 15161-KRB-000
TBMS047,KICK STARTER,KICK STARTER VIAR RODA 3
TBMS048,CLUTCH CABLE,CLUTCH CABLE || VIAR RODA 3
TBMS049,Y-COVER DIFFERENTIAL,Y-COVER DIFFERENTIAL VIAR RODA 3 || 150CC-200CC
TBMS050,BEARING,TAPERED ROLLER BEARINGS 30204 || ID: 20mm || OD: 47mm || T: 15.25mm
TBMS051,GEAR SHIFT,Y2 GEAR SHIFT COMP SPINDELE ASSY KARYA BIT 150CC 200CC
TBMS052,PER TARIK,DIAMETER KAWAT: 4mm || OD:40mm || PANJANG: 150mm
TBMS053,PER TARIK,DIAMETER KAWAT: 5mm || OD: 34mm || PANJANG: 78mm
TBMS054,PER TARIK,PEGAS TARIK || D: 5mm || OD: 20mm
TBMS056,DISK SPRING,PART NO: 1114000061 || OD: 50 || ID: 25.4 || T: 3 for CNC MILLING TYPE: PRW-6340
TBMS058,SPRING SEAT NUT,PART NO: 8343000082 || TYPE: HB_F_1909 || for CNC MILLING TYPE: PRW-6340
TBMS059,DRAWBAR,PART NO: 321400026 || TYPE: PRW-6340
TBMS060,SPACER,PART NO: 8420001513 || ID:25mm || OD:51 || H: 6mm || for CNC MILLING TYPE: PRW-6340
TBMS061,FILTER,FILTER TATSUNO || DIAMETER FILTER: 60mm || DIAMETER INPUT: 10mm
TBMS062,NUT BALL SCREW,BALLSCREW SHAFT RIGHT 32x5 (ENCODER SIDE) CPC & R32 5 T4 FSI NUT CPC
TBFS063,MINIMUM PRESSURE CHECK VALVE (MPCV),MPCV FOR INGERSOLL RAND ML-250 ROTARY || P/N: 99289860
TBMS035,MECHANICAL SEAL,MECHANICAL SEAL TYPE: 100x80
TBFS065,TRANSFORMATOR,TRANSFORMATOR STEP DOWN P/N: W-W02921C || 200V-575V TO 32V || FOR DIGITAL INVERTER DP400
TBFS066,PCB,P/N: P10264S || FOR DIGITAL INVERTER DP400
TBFS067,PCB,P/N: P10263Q || FOR DIGITAL INVERTER DP400
TBFS068,CAPACITOR,50 uF || 500 VAC || SCREW TERMINAL
TBMS069,GREASE,GREASE || SKF LGMT 2/1 SKF
TBMS070,GREASE,GREASE || SKF NLGI 2 SKF
TBMS071,GREASE,GREASE TYPE NLGI 00 ||
TBMS072,MOTOR BRAKE,SE 26087084 || 42 V AV-500 V AC || 0.4-16 A AC || 2 A DC
TBMS073,MOTOR BRAKE,GP 26089384 || 110 V AV-500 V AC || 1.5 A DC
TBMS074,VOLTAGE RELAY,VOLTAGE RELAY DEMAG CRANE || VE 26090284 || 150-500 AC || 2A DC
D98BB0001,DUST SEAL,DSI-85-95-6-8 || ID: 85mm || OD: 95mm || MATERIAL: IRON RUBBER
D98BB0002,DUST SEAL,LBI 85-95-6 || ID: 85mm || OD: 95mm || MATERIAL: IRON RUBBER
TBMS077,SHAFT FLEXIBLE COUPLER,SHAFT FLEXIBLE COUPLER || DIMENSI SHAFT 8MM X 8MM
TBMS078,THERMAL OVER LOAD,THERMAL OVER LOAD || P/N:LRD08 AMPERE: 2.5A - 4A
TBMS079,CONTACTOR,LCID128 || COIL: 42 VAC || RATED CURRENT: 25 A || A || 2 NO + 2 NC
TBMS080,HOSE,HOSE MATERIAL POLLYURETHANE OD 10MM X 6.5 MM ||
TBMS081,HOSE,HOSE MATERIAL POLYURETHANE TUBE 8 X 6 MM ||
TBMS082,BOLT,SOCKET CAP SCREW M5X90. M5 X 90 - P0.80. 12.9 (HALF)
TBFS083,TRANSISTOR,TRANSISTOR D525
TBFS084,TRANSISTOR,TRANSISTOR BD140
TBFS085,TRANSISTOR,TRANSISTOR BF422
TBMS086,OIL FILTER,P/N: 4324909 || WIDTH: 100mm || HEIGHT:100mm || DEPTH: 140mm
TBMS087,FUEL FILTER,P/N: SE429B/4 || WIDTH: 130mm || HEIGHT:130mm || DEPTH: 330mm
TBFS088,FUEL WATER SEPARATOR,FUEL WATER SEPARATOR 1000 FH
TBFS089,FILTER,FILTER TATSUNO || DIAMETER FILTER: 60mm || DIAMETER INPUT: 10mm
TBFS090,OIL FILTER,OIL FILTER || P/N: P55-4407
TBFS091,FUEL FILTER,FUEL FILTER || P/N: SFR 1251FW
TBFS092,AIR FILTER,AIR FILTER || P/N: C 23 220
TBFS093,SECONDARY ELEMENT FILTER,CF 2125 208mm X 141mm x 45mm
TBFS094,RADIATOR,PERKINS || P/N: 2485B280 || LENGTH: 570mm WIDTH:762.6mm
TBFS095,FITTING,FITTING HYDRAULIC FEMALE 12NPF
TBFS096,FITTING,FITTING HYDRAULIC MALE 12MU
TBFS097,FERRULE,FERRULE HYDRAULIC 3/4 R4
TBMS098,ENGINE CLEANER,THROTTLE BODY AIR INTAKE CLEANER 500ML
TBMS099,ENGINE CLEANER,FOAMING ENGINE CONDITIONER 220 GR FOAMING
TBFS100,DIODA,DIODA ZENER || 7.5V 1W
TBFS101,DIODA,DIODA 1A
TBFS102,DIODA,DIODA 2A
TBFS103,DIODA,3A || VOLTAGE: 1500V
TBFS104,RESISTOR,RESISTANSI : 1K - 100K OHM || POWER: 1/4 W
TBFS105,RESISTOR,RESISTANSI : 1K - 100K OHM || POWER: 1/2 W
TBFS106,RESISTOR,RESISTANSI : 1K - 100K OHM || POWER: 1 W
TBFS107,RESISTOR,RESISTANSI : 1K - 100K OHM || POWER: 2 W
TBFS108,KAPASITOR,KAPASITANSI: 10 uF - 470 uF || VOLTAGE: 25 V
TBFS109,KAPASITOR,KAPASITANSI: 10 uF - 470 uF || VOLTAGE: 50 V
TBFS110,KAPASITOR,KAPASITANSI: 10 uF - 470 uF || VOLTAGE: 100 V
TBFS111,KAPASITOR,KAPASITANSI: 10 uF - 470 uF || VOLTAGE: 400 V
TBMS112,OLI,SHELL TONNA-220
TBMS113,OLI,SHELL DIALLA-B
TBMS114,WIRE ROPE,WIRE ROPE FOR OVERHADE CRANE || DIA: 7 mm
TBMS115,WIRE ROPE,WIRE ROPE FOR OVERHADE CRANE || DIA: 16 mm
TBMS116,WIRE ROPE,WIRE ROPE FOR OVERHADE CRANE || DIA: 12 mm
TBMS117,BEARING,DEEP GROOVE BALL BEARINGS 6205zz || ID: 25mm || OD: 52mm || B: 15mm
TBMS118,BEARING,DEEP GROOVE BALL BEARINGS 6203z || ID: 17mm || OD: 40mm || B: 12mm
TBMS119,BEARING,DEEP GROOVE BALL BEARINGS || 6207 || ID: 35 mm || OD: 72 mm || WIDTH: 17 mm
TBMS120,BEARING,PILLOW BLOCK BEARING UCP 203 || DIAMETER SHAFT 17mm
TBMS121,BEARING,CYLINDRICAL ROLLER BEARINGS 6204 || ID: 20 mm || OD:47mm || B: 14mm
TBMS122,BEARING,TAPERED ROLLER BEARINGS 30204 || ID: 20mm || OD: 47mm || T: 15.25mm
MPLLY001,PULLEY,41X75X19
ZTAMBELT,TIMING BELT,TIMING BELT || 540h 200W || LENGTH: 54 || WIDTH: 2
ZTAM097,THERMAL OVERLOAD RELAY,LRD365 || PROTECTION: 48 -65A || RATED VOLTAGE: 690 VAC 0 - 400 Hz
ZTAM098,THERMAL OVERLOAD RELAY,LRD 12 || PROTECTION: 5.5 - 8A || RATED VOLTAGE: 690 VAC 0 - 400 Hz
ZTAM099,THERMAL OVERLOAD RELAY,LRD14 || PROTECTION: 7 - 10A  || RATED VOLTAGE: 690 VAC 0 - 400 Hz
ZTAM100,THERMAL OVERLOAD RELAY,LRD10 || PROTECTION: 4-6A || RATED VOLTAGE: 690 VAC 0 - 400 Hz
ZTAM101,RUBBER COUPLING,RUBBER COUPLING PUMP HYDRAULIC || TYPE: HRC || 
ZTAM102,MECHANICAL SEAL,DAB - 125 || DIA SHAFT: 12mm ||
ZTAM103,CONTACTOR,LC1D25F7 || COIL: 110VAC || RATED CURRENT: 25 A
ZTAM104,CONTACTOR,LC1D40F7 || COIL: 110VAC || RATED CURRENT: 40 A
ZTAM105,CONTACTOR,LC1D50F7 || COIL: 110VAC || RATED CURRENT: 50 A
ZTAM106,CONTACTOR,LC1D32F7 || COIL: 110VAC || RATED CURRENT: 32 A
ZTAM107,CONTAKTOR,LC1D50AD7 || 42 VAC || RATED CURRENT: 50 A
ZTAM108,CONTAKTOR,LC1D60F7 ||COIL:110 VAC || RATED CURRENT  || 60A
ZTAM109,MCCB,MCCB 60A || 3 POLE || 380 VAC
ZTAM110,AUXILIARY CONTACT,AUXILIARY CONTACT BLOCK / KONTAK BANTU LADN31 3NO + 1 NC
ZTAM111,TEMPERATURE CONTROLLER,MODEL: AT3-K RANGE: 0-1300/-199-600c掳 || POWER:VAC.50/60Hs
ZTAM112,CONTAKTOR,LC1D95F7 || COIL: 110V || RATED CURRENT: 125A
